% @article{Kampichler00:jrnl,
% author = {Kampichler, C. and D\v{z}eroski,S. and Wieland, R.{
% title = {Application of machine learning techniques to the analysis of soil ecological data bases: relationships between habitat features and Collembolan community characteristics},
% journal = {Soil Biology and Biochemistry},
% volume = {32},
% number = {2},
% pages = {197 - 209},
% year = {2000},
% issn = {0038-0717},
% doi = {DOI: 10.1016/S0038-0717(99)00147-9},
%}


@relation collembolaV2

@attribute x numeric
@attribute y numeric
@attribute Pcalextract numeric
@attribute Kcalextract numeric
@attribute Corg numeric
@attribute density numeric
@attribute Gefuegeform1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegeform2 {2,3,4}
@attribute Gefuegegross1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegegross2 {1,2,3,4}
@attribute beimengungen {0,1,2,3}
@attribute earthwormtubes {0,1}
@attribute PS2 numeric
@attribute PS2dot8 numeric
@attribute PS4 numeric
@attribute PS6dot3 numeric
@attribute PS12dot5 numeric
@attribute PS20 numeric
@attribute PS28 numeric
@attribute PS40 numeric
@attribute PS50 numeric
@attribute PS63 numeric
@attribute PS100 numeric
@attribute PS200 numeric
@attribute PS630 numeric
@attribute logMedPS numeric
@attribute Skel6dot3 numeric
@attribute Skel20 numeric
@attribute Skel63 numeric
@attribute nutzbFeldkap numeric
@attribute soiltype {B,D,K,L,Y,G,DB,BS,SD,BAG,SB,SK,GA,GB,AB,BA}
@attribute elevation numeric
@attribute slope numeric
@attribute angle numeric
@attribute fieldtype {Acker,Wiese,Weide,Hopfen}
@attribute basalMR numeric
@attribute SIR numeric
@attribute pH numeric
@attribute soilmoisture numeric
@attribute PercC numeric
@attribute PercN numeric
@attribute kraeuter numeric
@attribute leguminosen numeric
@attribute suessgraeser numeric
@attribute deckung numeric
@attribute deckungWildkraut numeric
@attribute hoeheWildkraut numeric
@attribute class_spec numeric
@attribute class_ind numeric
@attribute class_fols numeric

@data
210,140,0.208,0.07,10.6,1.486,kru,?,ein,?,?,0,0.094,0.11,0.135,0.177,0.25,0.297,0.327,0.357,0.375,0.393,0.454,0.591,0.974,2.301,0.019,0.034,0.034,80.016,B,474.67,9.57,22.5,Acker,?,?,5.21,15.99,1.61,0.175,?,?,?,?,2,2,5,29,2
210,150,0.183,0.079,13.006,1.338,kru,?,sub,3,?,0,0.147,0.173,0.211,0.275,0.384,0.453,0.497,0.544,0.572,0.598,0.667,0.769,0.952,1.602,0.055,0.104,0.104,166.976,K,469.04,7.3,22.5,Acker,?,?,5.46,19.88,1.27,0.122,?,?,?,?,1,2,4,40,7
210,160,0.208,0.044,12.4,1.327,kru,?,sub,3,?,0,0.185,0.22,0.268,0.346,0.475,0.562,0.625,0.696,0.738,0.774,0.843,0.898,0.98,1.301,0.003,0.004,0.004,168.791,SB,469.93,7.56,135,Acker,?,?,?,?,1.23,0.129,?,?,?,?,5,10,2,17,0
210,170,0.249,0.065,12.4,1.416,kru,?,pol,3,?,0,0.245,0.277,0.321,0.391,0.502,0.576,0.629,0.687,0.721,0.751,0.814,0.877,0.975,1.097,0.014,0.021,0.021,187.172,B,473.79,8.79,135,Acker,?,?,?,?,1.36,0.147,?,?,?,?,2,5,2,3,1
210,180,0.257,0.065,13.1,1.509,kru,?,sub,3,?,0,0.224,0.253,0.295,0.361,0.47,0.541,0.59,0.644,0.676,0.705,0.771,0.846,0.965,1.301,0.027,0.04,0.04,143.506,SB,476.97,6.2,90,Acker,?,?,?,?,1.25,0.135,?,?,?,?,3,5,2,5,0
210,190,0.249,0.083,14.1,1.703,kru,?,pol,3,?,0,0.241,0.266,0.3,0.354,0.437,0.491,0.528,0.568,0.591,0.612,0.668,0.751,0.919,1.447,0.089,0.214,0.214,92.905,B,475.77,6.4,45,Acker,1.7,18.39,5.82,21.26,1.49,0.139,?,?,?,?,8,3,6,24,0
210,200,0.224,0.087,13.5,1.373,kru,?,sub,3,?,0,0.209,0.233,0.268,0.325,0.419,0.479,0.518,0.558,0.582,0.603,0.66,0.748,0.958,1.447,0.026,0.054,0.054,161.166,K,474.96,4.98,112.5,Acker,?,?,5.46,19.8,1.37,0.139,?,?,?,?,2,3,3,12,0
210,210,0.357,0.205,10.7,1.534,kru,?,sub,3,?,0,0.209,0.229,0.256,0.298,0.367,0.414,0.449,0.487,0.509,0.53,0.585,0.685,0.945,1.699,0.044,0.06,0.06,125.244,B,476.04,8.48,112.5,Acker,?,?,5.95,17.84,1.31,0.132,?,?,?,?,1,3,2,13,0
210,220,0.199,0.07,14.2,1.421,kru,?,pol,3,?,0,0.212,0.229,0.253,0.294,0.367,0.42,0.46,0.501,0.525,0.546,0.601,0.693,0.938,1.602,0.034,0.044,0.044,135.644,K,478.99,8.71,112.5,?,1.3,19.2,5.84,20.71,1.65,0.163,?,?,?,?,5,5,2,11,0
210,230,0.216,0.1,14.9,1.41,kru,?,sub,3,?,0,0.2,0.223,0.258,0.315,0.412,0.48,0.527,0.577,0.605,0.628,0.681,0.765,0.946,1.447,0.029,0.052,0.052,166.984,SB,479.4,6.42,22.5,Acker,1.73,26.29,6,18.24,1.57,0.149,?,?,?,?,2,5,2,9,0
210,240,0.291,0.092,15,1.446,kru,?,sub,3,?,0,0.186,0.211,0.245,0.301,0.391,0.45,0.491,0.536,0.562,0.586,0.644,0.741,0.961,1.602,0.039,0.072,0.072,117.23,B,475.86,8.75,0,?,?,?,5.54,20.79,0.83,0.074,?,?,?,?,1,2,4,5,1
210,250,0.149,0.052,15,1.457,kru,?,sub,3,?,0,0.122,0.144,0.177,0.235,0.34,0.404,0.441,0.479,0.501,0.519,0.559,0.658,0.952,1.699,0.038,0.068,0.068,158.015,K,470.58,10.32,22.5,?,1.82,?,5.62,20.39,1.58,0.147,?,?,?,?,3,5,2,7,0
210,260,0.647,0.183,51.1,1.058,kru,?,sub,3,?,0,0.147,0.157,0.175,0.208,0.288,0.363,0.423,0.489,0.528,0.561,0.634,0.742,0.962,1.699,0.014,0.017,0.017,154.608,K,464.92,18.96,45,Weide,?,?,5.6,25.85,2.35,0.217,25,5,70,90,0,0,0,0,0
210,270,0.714,0.096,45.3,1.176,kru,?,sub,3,?,0,0.132,0.142,0.157,0.186,0.253,0.311,0.354,0.402,0.429,0.454,0.515,0.624,0.945,2,0.014,0.026,0.026,135.296,K,461.05,13.58,45,Weide,?,?,5.25,28.91,2.04,0.247,?,?,?,?,0,0,2,8,0
210,280,0.274,0.074,54.864,1.122,kru,?,sub,3,?,0,0.145,0.155,0.171,0.204,0.282,0.351,0.405,0.462,0.494,0.521,0.584,0.671,0.967,1.799,0.01,0.018,0.018,153.901,BAG,455.33,12.98,0,Weide,?,?,?,?,3.23,0.34,27,3,70,90,0,0,2,6,0
210,290,0.158,0.026,20.2,1.099,kru,?,pol,3,?,0,0.159,0.181,0.215,0.279,0.407,0.496,0.548,0.595,0.619,0.638,0.675,0.76,0.979,1.447,0.018,0.025,0.025,204.752,BAG,450.49,9.95,337.5,Acker,?,?,?,?,1.59,0.162,?,?,?,?,1,1,3,8,0
220,120,0.066,0.022,20,1.334,kru,?,?,?,1,0,0.179,0.204,0.242,0.31,0.44,0.525,0.575,0.621,0.645,0.666,0.717,0.825,0.977,1.301,0.014,0.03,0.03,122.926,GB,463.17,12.6,112.5,Acker,?,?,?,?,2.49,0.247,?,?,?,?,2,3,7,33,6
220,130,0.091,0.035,41.132,1.262,kru,?,?,?,0,0,0.167,0.182,0.205,0.251,0.355,0.44,0.498,0.554,0.585,0.612,0.681,0.785,0.983,1.602,0.001,0.001,0.001,169.37,K,468.64,18.26,112.5,Wiese,?,?,?,?,2.39,0.255,?,?,?,?,0,0,1,1,0
220,140,0.241,0.092,11.8,1.617,kru,?,sub,3,?,0,0.13,0.147,0.171,0.21,0.274,0.317,0.346,0.375,0.392,0.409,0.457,0.575,0.917,2.301,0.097,0.169,0.169,74.398,B,472.12,8.84,90,Acker,?,?,?,?,1.21,0.12,?,?,?,?,6,3,3,3,0
220,150,0.257,0.092,13.8,1.567,kru,?,sub,3,?,0,0.112,0.133,0.162,0.213,0.3,0.354,0.389,0.425,0.446,0.466,0.52,0.659,0.92,2,0.097,0.209,0.209,181.791,K,467.03,12.2,22.5,Acker,1.6,17.2,5.41,14.67,1.17,0.111,?,?,?,?,4,3,0,0,0
220,160,0.183,0.057,13.5,1.405,kru,?,sub,3,?,0,0.19,0.226,0.276,0.357,0.493,0.584,0.648,0.72,0.763,0.8,0.868,0.917,0.985,1.301,0.006,0.008,0.008,204.878,K,467.75,8.29,135,Acker,1.33,16.11,5.6,22.7,1.28,0.134,?,?,?,?,3,7,4,17,6
220,170,0.216,0.092,14.3,1.278,kru,?,sub,4,?,0,0.191,0.226,0.275,0.354,0.483,0.571,0.634,0.703,0.742,0.777,0.84,0.895,0.977,1.301,0.011,0.017,0.017,156.9,B,471.65,8,135,Acker,2.16,19.86,5.65,16.95,1.38,0.117,?,?,?,?,2,3,4,20,5
220,180,0.249,0.083,13.6,1.464,kru,?,sub,3,?,0,0.24,0.271,0.315,0.383,0.495,0.571,0.624,0.681,0.713,0.742,0.803,0.868,0.963,1.301,0.013,0.019,0.019,166.181,SB,474,6.16,112.5,Acker,?,?,5.45,20.43,1.49,0.153,?,?,?,?,2,3,1,9,0
220,190,0.183,0.061,13,1.335,kru,?,sub,3,?,0,0.229,0.259,0.3,0.366,0.472,0.543,0.592,0.646,0.677,0.705,0.77,0.846,0.965,1.301,0.02,0.032,0.032,145.866,SB,473.25,5.82,45,Acker,1.22,12.17,5.64,9.34,1.41,0.144,?,?,?,?,4,3,2,8,1
220,200,0.191,0.087,6.8,1.471,kru,?,sub,3,?,0,0.217,0.245,0.284,0.347,0.45,0.52,0.567,0.618,0.647,0.671,0.721,0.793,0.966,1.301,0.031,0.04,0.04,204.698,SK,471.56,5.6,90,Acker,?,?,?,?,1.53,0.158,?,?,?,?,2,5,3,15,0
220,210,0.224,0.079,13.3,1.351,kru,?,pol,3,?,0,0.198,0.224,0.261,0.322,0.423,0.49,0.537,0.589,0.619,0.645,0.703,0.78,0.953,1.447,0.022,0.041,0.041,150.577,B,472.67,7.8,112.5,Acker,1.94,19.42,5.73,14.74,1.26,0.128,?,?,?,?,4,?,3,11,8
220,220,0.34,0.148,18.2,1.422,kru,?,pol,3,?,0,0.17,0.194,0.231,0.292,0.393,0.458,0.501,0.546,0.573,0.596,0.652,0.75,0.961,1.447,0.028,0.042,0.042,91.25,Y,474.95,7.3,112.5,?,2.09,24.02,5.8,22.63,1.35,0.097,?,?,?,?,2,8,1,5,0
220,230,0.224,0.092,18.208,1.427,kru,?,pol,3,?,0,0.204,0.232,0.271,0.335,0.444,0.521,0.577,0.637,0.671,0.7,0.763,0.833,0.969,1.301,0.02,0.036,0.036,141.308,SB,477.19,5.68,90,?,?,?,6.03,22.76,1.42,0.143,?,?,?,?,1,5,4,21,0
220,240,0.216,0.14,17.1,1.408,kru,?,pol,3,?,0,0.192,0.221,0.262,0.33,0.444,0.519,0.57,0.625,0.657,0.684,0.743,0.82,0.965,1.301,0.021,0.04,0.04,158.564,SB,475.39,6.68,0,?,?,?,5.97,26.47,1.72,0.179,?,?,?,?,1,2,3,3,0
220,250,0.249,0.1,14.7,1.437,kru,?,sub,3,?,0,0.202,0.22,0.246,0.287,0.352,0.395,0.424,0.455,0.474,0.491,0.539,0.635,0.863,2,0.113,0.205,0.205,95.983,B,470.92,10.9,315,?,?,?,5.5,21.11,1.68,0.17,?,?,?,?,4,3,3,9,1
220,260,?,?,?,?,pla,2,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,123.145,K,467.19,8.35,270,Weide,?,?,5.48,23.08,1.93,0.191,?,?,?,?,5,2,2,9,0
220,270,0.05,0.031,36.381,1.295,kru,?,?,?,?,0,0.115,0.125,0.142,0.173,0.24,0.295,0.335,0.376,0.399,0.419,0.475,0.599,0.969,2.301,0.01,0.015,0.015,116.681,B,466.98,19.74,270,Weide,2.8,33.19,5.18,28.13,2.94,0.287,19,1,80,95,0,0,4,14,0
220,280,0.075,0.026,34.656,1.362,kru,?,?,?,0,0,0.122,0.133,0.151,0.185,0.266,0.338,0.39,0.444,0.474,0.499,0.558,0.701,0.971,2,0.001,0.001,0.001,132.725,B,462.12,20.76,315,Weide,?,?,?,?,2.72,0.296,19,1,80,85,0,0,5,46,0
220,290,0.158,0.039,25.3,1.326,kru,?,sub,3,?,0,0.157,0.171,0.193,0.234,0.324,0.399,0.451,0.499,0.524,0.542,0.581,0.709,0.965,1.699,0.036,0.069,0.069,170.382,BAG,451.4,10.35,337.5,Acker,?,?,6.58,37.5,3.15,0.308,?,?,?,?,1,2,3,4,0
230,120,0.05,0.022,21.5,1.331,kru,?,?,?,0,0,0.204,0.229,0.268,0.34,0.477,0.566,0.619,0.669,0.696,0.718,0.771,0.849,0.98,1.301,0.012,0.02,0.02,145.369,K,459.29,6.77,112.5,Acker,?,?,5.37,31.29,2.67,0.267,?,?,?,?,1,8,4,30,0
230,130,0.091,0.022,21.5,1.37,kru,?,?,?,0,0,0.168,0.192,0.228,0.296,0.43,0.522,0.577,0.627,0.654,0.677,0.725,0.808,0.961,1.301,0.017,0.021,0.021,142.91,SB,462.51,11.06,112.5,Acker,1.61,19.47,5.46,18.23,1.81,0.184,?,?,?,?,0,0,5,21,4
230,140,0.299,0.131,14.4,1.439,?,?,?,?,?,?,0.162,0.182,0.21,0.256,0.337,0.394,0.434,0.476,0.501,0.525,0.605,0.774,0.955,1.699,0.055,0.11,0.11,?,?,467.54,11.94,112.5,Acker,?,?,?,?,2.14,0.217,?,?,?,?,2,2,2,6,0
230,150,0.183,0.057,12.8,1.43,koh,?,sub,3,?,0,0.136,0.16,0.197,0.259,0.366,0.436,0.48,0.527,0.554,0.579,0.65,0.81,0.956,1.602,0.029,0.059,0.059,150.022,BS,463.37,5.39,22.5,Acker,1.78,22.87,5.75,17.56,1.17,0.084,?,?,?,?,3,3,4,12,0
230,160,0.133,0.031,12.4,1.35,kru,?,sub,4,?,0,0.203,0.233,0.276,0.346,0.47,0.562,0.629,0.704,0.747,0.784,0.854,0.901,0.975,1.301,0.007,0.013,0.013,170.576,SK,465.55,7.7,135,Acker,?,?,?,?,1.17,0.122,?,?,?,?,15,10,4,28,6
230,170,0.241,0.092,14.2,1.37,kru,?,pol,3,?,0,0.225,0.259,0.304,0.375,0.494,0.577,0.638,0.704,0.743,0.777,0.847,0.9,0.984,1.301,0.011,0.016,0.016,157.076,SB,469.04,7.97,135,Acker,?,?,5.21,21.05,1.28,0.13,?,?,?,?,15,4,3,16,1
230,180,0.241,0.079,14.3,1.457,kru,?,sub,3,?,0,0.189,0.225,0.274,0.352,0.482,0.571,0.635,0.704,0.745,0.78,0.852,0.901,0.981,1.301,0.009,0.013,0.013,152.62,B,471.43,6.4,112.5,Acker,?,?,?,?,1.54,0.154,?,?,?,?,10,15,1,1,0
230,190,0.216,0.074,13.1,?,kru,?,sub,3,?,0,0.237,0.268,0.312,0.384,0.503,0.581,0.636,0.695,0.73,0.76,0.824,0.883,0.975,1.097,0.009,0.02,0.02,126.61,SB,470.97,5.91,45,Acker,?,?,?,?,1.35,0.139,?,?,?,?,20,4,5,21,2
230,200,0.183,0.07,14.3,1.299,kru,?,pol,3,?,0,0.23,0.259,0.302,0.374,0.496,0.572,0.62,0.67,0.699,0.723,0.773,0.845,0.982,1.301,0.015,0.023,0.023,205.098,SK,468.69,6.06,45,Acker,?,?,?,?,1.43,0.151,?,?,?,?,1,3,3,17,0
230,210,0.191,0.07,13,?,kru,?,sub,3,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,160.159,B,469.31,7.65,112.5,Acker,1.73,15.86,5.58,10.4,1.45,0.141,?,?,?,?,5,4,4,24,12
230,220,0.34,0.157,15.7,1.461,kru,?,sub,3,?,0,0.197,0.226,0.266,0.328,0.432,0.508,0.564,0.627,0.664,0.696,0.762,0.829,0.956,1.301,0.023,0.039,0.039,145.385,B,472.37,6.59,112.5,Acker,?,?,5.92,21.46,1.46,0.155,?,?,?,?,10,4,3,27,4
230,230,0.208,0.118,13.9,1.505,kru,?,sub,3,?,0,0.201,0.231,0.271,0.333,0.44,0.52,0.58,0.645,0.683,0.715,0.78,0.844,0.969,1.301,0.019,0.022,0.022,186.035,B,474.41,6.56,112.5,?,2.15,24.68,6,21.73,1.52,0.114,?,?,?,?,1,5,3,6,0
230,240,0.199,0.148,16.2,1.403,kru,?,?,?,?,0,0.218,0.248,0.289,0.355,0.466,0.544,0.6,0.662,0.698,0.73,0.799,0.857,0.966,1.301,0.019,0.026,0.026,146.005,B,474.85,2.72,67.5,Acker,?,?,?,?,1.71,0.179,?,?,?,?,2,3,2,6,0
230,250,0.141,0.065,14.5,1.374,kru,?,pol,3,?,0,0.222,0.248,0.286,0.35,0.461,0.54,0.597,0.659,0.695,0.724,0.786,0.839,0.953,1.301,0.026,0.039,0.039,184.381,SB,474.8,3.61,337.5,?,2.51,19.73,5.95,20.89,1.5,0.141,?,?,?,?,2,5,3,4,2
230,260,0.224,0.074,15.5,1.346,kru,?,sub,3,?,0,0.22,0.249,0.29,0.357,0.467,0.538,0.587,0.64,0.671,0.698,0.757,0.825,0.951,1.301,0.043,0.094,0.094,133.775,B,472.02,5.6,270,?,?,?,5.9,23.66,1.64,0.162,?,?,?,?,2,3,2,13,0
230,270,0.506,0.052,37,1.215,kru,?,?,?,?,0,0.18,0.194,0.214,0.252,0.336,0.407,0.46,0.515,0.547,0.575,0.651,0.763,0.97,1.602,0.005,0.012,0.012,97.881,B,471.69,4.27,315,Weide,?,?,5.18,29.03,3.07,0.318,25,?,75,95,0,0,5,11,1
230,280,0.066,0.039,33.3,1.183,kru,?,?,?,?,0,0.154,0.168,0.19,0.231,0.325,0.406,0.466,0.527,0.561,0.59,0.656,0.754,0.961,1.602,0.008,0.019,0.019,107.028,B,463.59,19.4,337.5,Weide,?,?,?,?,2.43,0.262,19,1,80,95,0,0,6,36,10
230,290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,452.63,16.59,337.5,?,3.05,33.67,4.75,18.37,2.64,0.262,10,?,90,80,0,0,5,114,12
240,120,0.05,0.052,39.3,1.223,kru,?,sub,3,1,0,0.189,0.206,0.232,0.282,0.394,0.487,0.553,0.62,0.657,0.688,0.752,0.826,0.955,1.447,0.066,0.136,0.164,112.229,K,459.1,12.71,315,Wiese,2.67,54.96,6.19,28.66,3.11,0.288,?,?,?,?,0,0,6,18,4
240,130,0.274,0.166,16.9,1.269,kru,?,pol,3,1,0,0.198,0.227,0.268,0.338,0.456,0.533,0.586,0.642,0.675,0.704,0.771,0.857,0.978,1.301,0.016,0.046,0.046,128.363,SK,459.64,9.71,112.5,Acker,?,?,5.49,21.14,1.93,0.177,?,?,?,?,1,3,0,0,0
240,140,0.374,0.327,13.1,1.327,kru,?,?,?,1,0,0.275,0.301,0.336,0.394,0.495,0.569,0.621,0.675,0.706,0.734,0.809,0.889,0.977,1.301,0.018,0.03,0.03,180.33,B,463.08,8.18,112.5,Acker,?,?,6.13,20.7,1.64,0.164,?,?,?,?,1,2,1,1,0
240,150,0.241,0.092,12.6,1.465,kru,?,pol,4,?,0,0.194,0.223,0.264,0.331,0.446,0.522,0.573,0.624,0.654,0.681,0.749,0.859,0.969,1.301,0.02,0.044,0.044,170.006,SB,462.04,6.81,22.5,Acker,1.95,21.75,6.03,20.9,1.18,0.117,?,?,?,?,2,3,2,4,0
240,160,0.208,0.057,?,1.393,kru,?,sub,3,?,0,0.183,0.218,0.266,0.344,0.473,0.562,0.628,0.703,0.748,0.787,0.861,0.909,0.977,1.301,0.01,0.021,0.021,200.86,SK,463.1,7.92,112.5,Acker,1.38,16.78,6.17,23.04,1.19,0.123,?,?,?,?,2,5,2,7,0
240,170,0.183,0.048,7.35,1.407,kru,?,pol,3,?,0,0.21,0.241,0.285,0.356,0.48,0.573,0.642,0.719,0.763,0.801,0.873,0.912,0.977,1.301,0.008,0.013,0.013,164.905,SB,466.19,8.17,112.5,Acker,1.57,15,6.03,14.17,1.22,0.126,?,?,?,?,10,4,2,12,0
240,180,0.232,0.083,12.7,1.347,kru,?,sub,3,?,0,0.245,0.278,0.323,0.395,0.514,0.598,0.659,0.726,0.765,0.797,0.864,0.912,0.984,1.097,0.006,0.011,0.011,195.468,B,468.33,7,90,Acker,?,?,?,?,1.35,0.143,?,?,?,?,3,?,3,9,1
240,190,0.241,0.079,11.3,1.456,kru,?,pol,3,?,0,0.231,0.265,0.311,0.382,0.499,0.583,0.646,0.714,0.754,0.788,0.853,0.903,0.979,1.301,0.008,0.012,0.012,172.893,B,468.23,6.43,67.5,Acker,1.23,?,5.9,20.98,1.34,0.132,?,?,?,?,10,4,4,15,1
240,200,0.241,0.07,?,1.357,kru,?,sub,3,?,0,0.227,0.26,0.308,0.387,0.517,0.599,0.654,0.714,0.749,0.779,0.842,0.896,0.979,1.097,0.011,0.025,0.025,239.288,SK,466.03,6.09,67.5,Acker,?,?,5.5,23.38,1.51,0.159,?,?,?,?,2,5,1,1,0
240,210,0.158,0.061,14.1,1.524,kru,?,sub,3,?,0,0.206,0.237,0.28,0.349,0.465,0.546,0.606,0.674,0.716,0.752,0.825,0.874,0.966,1.301,0.013,0.024,0.024,185.753,SK,466.59,6.95,112.5,Acker,2.12,17.97,5.39,19.56,1.25,0.118,?,?,?,?,3,4,3,20,0
240,220,0.208,0.083,14,1.426,kru,?,sub,3,?,1,0.212,0.244,0.288,0.359,0.476,0.562,0.625,0.695,0.736,0.77,0.835,0.887,0.978,1.301,0.016,0.021,0.021,166.549,SB,469.56,7.26,112.5,Acker,1.94,23.54,5.7,16.93,1.37,0.128,?,?,?,?,1,5,4,4,1
240,230,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,470.69,4.76,0,?,?,?,?,?,?,?,?,?,?,?,0,0,5,25,3
240,240,0.208,0.092,16.1,1.389,kru,?,sub,4,?,0,0.198,0.226,0.266,0.329,0.439,0.523,0.587,0.658,0.7,0.735,0.807,0.852,0.956,1.301,0.019,0.025,0.025,188.599,B,472.74,5.85,112.5,?,?,?,5.74,22.66,1.38,0.139,?,?,?,?,1,4,3,11,1
240,250,0.241,0.14,15.7,1.289,kru,?,pol,3,?,0,0.2,0.229,0.272,0.344,0.465,0.545,0.602,0.666,0.703,0.735,0.798,0.851,0.959,1.301,0.019,0.034,0.034,188.331,B,472.72,4.22,67.5,?,1.67,16.84,6.16,11.36,1.61,0.166,?,?,?,?,3,7,4,8,1
240,260,0.249,0.109,15.029,1.349,kru,?,sub,3,?,0,0.207,0.237,0.277,0.342,0.454,0.54,0.606,0.679,0.721,0.756,0.827,0.872,0.968,1.301,0.011,0.012,0.012,187.433,B,472.23,3.11,45,?,?,?,5.81,23.1,1.68,0.228,?,?,?,?,2,5,6,22,4
240,270,?,?,?,?,kru,?,pol,3,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,188.05,SB,470.8,3.91,90,?,?,?,5.61,25.23,1.75,0.17,?,?,?,?,2,2,4,18,0
240,280,0.158,0.087,29.7,1.318,kru,?,sub,3,?,0,0.182,0.198,0.224,0.271,0.368,0.445,0.498,0.552,0.583,0.61,0.674,0.801,0.962,1.602,0.018,0.037,0.037,92.946,B,464.69,18.98,337.5,Weide,?,?,?,?,1.37,0.144,15,?,85,95,0,0,11,96,1
240,290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,453.16,20.25,337.5,?,4.7,48.48,4.82,40.79,2.94,0.292,10,?,90,90,0,0,9,88,14
250,140,0.315,0.271,17.6,1.315,kru,?,sub,3,0,0,0.219,0.248,0.289,0.356,0.473,0.555,0.612,0.673,0.707,0.738,0.806,0.878,0.976,1.301,0.007,0.009,0.009,146.149,B,460.37,6.72,112.5,Acker,?,?,5.62,24.19,2.1,0.204,?,?,?,?,1,2,1,5,0
250,150,0.224,0.087,15,1.466,kru,?,sub,2,1,0,0.223,0.249,0.287,0.351,0.462,0.54,0.594,0.653,0.687,0.717,0.792,0.871,0.98,1.301,0.02,0.036,0.036,158.967,B,460.35,8.41,0,Acker,?,?,?,?,1.55,0.164,?,?,?,?,1,10,0,0,0
250,160,0.116,0.035,16.3,1.345,kru,?,pol,3,?,0,0.177,0.215,0.268,0.355,0.496,0.589,0.654,0.726,0.769,0.805,0.866,0.911,0.978,1.301,0.002,0.006,0.006,208.4,SK,460.18,6.83,112.5,Acker,?,?,?,?,1.28,0.13,?,?,?,?,1,5,0,0,0
250,170,0.149,0.039,10.5,1.522,kru,?,sub,3,?,0,0.228,0.262,0.309,0.383,0.504,0.593,0.66,0.735,0.779,0.815,0.886,0.927,0.984,1.097,0.005,0.015,0.015,159.917,B,462.76,8.26,112.5,Acker,?,?,?,?,1.19,0.124,?,?,?,?,2,3,2,2,0
250,180,0.166,0.048,12.6,1.423,kru,?,sub,3,?,0,0.223,0.256,0.302,0.374,0.493,0.581,0.647,0.722,0.767,0.805,0.88,0.921,0.981,1.301,0.006,0.009,0.009,131.042,B,464.98,7.03,90,Acker,?,?,5.6,21.96,1.2,0.118,?,?,?,?,1,4,3,6,0
250,190,0.191,0.07,15,1.342,kru,?,pol,3,?,1,0.214,0.247,0.291,0.363,0.484,0.571,0.635,0.707,0.75,0.787,0.863,0.91,0.98,1.301,0.01,0.013,0.013,204.408,B,465.2,6.31,67.5,Acker,1.62,?,6.1,22.69,1.24,0.105,?,?,?,?,3,3,4,13,3
250,200,0.241,0.065,14.4,1.417,kru,?,pol,3,?,0,0.18,0.214,0.263,0.343,0.474,0.564,0.628,0.701,0.744,0.781,0.852,0.903,0.985,1.301,0.012,0.02,0.02,173.766,SK,462.88,6.18,67.5,Acker,?,?,5.51,25.25,1.44,0.145,?,?,?,?,1,3,1,1,0
250,210,0.133,0.044,14.7,1.364,kru,?,pol,3,?,0,0.211,0.241,0.282,0.349,0.461,0.546,0.611,0.685,0.729,0.767,0.839,0.883,0.96,1.301,0.008,0.014,0.014,199.017,SK,463.52,7.05,112.5,Acker,1.66,18.36,5.83,20.02,1.24,0.114,?,?,?,?,5,4,2,1,0
250,220,0.332,0.148,17.481,1.468,sub,3,pol,3,?,0,0.2,0.23,0.273,0.345,0.472,0.563,0.628,0.699,0.74,0.774,0.835,0.877,0.97,1.301,0.016,0.027,0.027,156.548,B,466.39,8.02,112.5,Acker,2,17.26,6.03,24.21,1.58,0.149,?,?,?,?,2,5,6,26,0
250,230,0.224,0.105,15.7,1.375,kru,?,pol,3,?,0,0.207,0.238,0.279,0.344,0.453,0.534,0.594,0.659,0.697,0.729,0.796,0.856,0.966,1.301,0.025,0.042,0.042,185.743,SB,468.62,7.57,90,Acker,2.2,24.86,6.31,20.46,1.68,0.171,?,?,?,?,3,?,0,0,0
250,240,0.266,0.14,15.973,1.372,kru,?,pol,3,?,0,0.183,0.211,0.25,0.317,0.433,0.517,0.579,0.647,0.686,0.719,0.782,0.837,0.961,1.301,0.019,0.026,0.026,162.838,K,470.24,5.18,112.5,?,?,?,?,?,2.48,0.263,?,?,?,?,1,5,3,8,0
250,260,0.199,0.079,14.5,1.394,kru,?,sub,3,?,0,0.174,0.207,0.254,0.332,0.459,0.544,0.604,0.671,0.711,0.745,0.806,0.858,0.957,1.301,0.014,0.02,0.02,189.074,B,470.51,3.78,45,?,?,?,?,?,1.65,0.167,?,?,?,?,2,20,3,11,0
